title,link,content,date
Kenyan American Embassy Hiring,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/kenyan-american-embassy-hiring/,18670,2018-01-12
European Film Festival Looking Kenyan Curators,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/european-film-festival-looking-kenyan-curators/,Are you a film curator living and working in Nairobi? The European Film Festival would like to work with you. The festival celebrates diversity by showcasing films from over 20 European countries  in different languages & different genres every year! http:// bit.ly/2mkpFEY,2018-01-12
Mastermind Tobacco Hiring,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/mastermind-tobacco-hiring/,,2018-01-12
"County Jobs Open In Categories Of Clerks, Drivers, Cleaners, Messenger, Receptionists And Accounts Assistant",https://opportunitiesforyoungkenyans.co.ke/2018/01/12/county-jobs-open-categories-drivers-cleaners-messenger-receptionists/,,2018-01-12
4 Vacancies Open At Solutions Unlimited,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/4-vacancies-open-solutions-unlimited/,"Solutions Unlimited is a team of talented resources working together & succeeding together. It is a company that believes in the future and continuously adds value for its team, clients and community. A job at Solutions Unlimited is unlike any other you have had. Youll be challenged. Youll be inspired. And youll be proud. Because whatever your job is here, youll be part of something epic. Solutions Unlimited is an equal opportunity employer and our policy is to seek and employ individuals who are qualified by job related standards of education, vocational, training and experience.All appointments will be made on the basis of ability best demonstrated by recognized qualification, training, experience and recruits must be people who can be trained to work in a manner that will contribute to the effectiveness and objectives of the company. Interested in pursuing a career with us? #bepartofsomethingepic VACANCIES: Business Development Officers Deadline 15.01.2018 TeleSales Customer Service Representative Deadline 15.01.2018 Implementation and Support Technician Deadline 15.01.2018 Office Administrator Deadline 24.01.2018 Please send your CV ONLY in PDF format to [email protected] . DO NOT attach copies of certificates. Only successful candidates will be contacted. Kenya| Uganda| Tanzania| Rwanda | Burundi ....Unlimited solutions. Solutions Unlimited Head Office: Kauria Close Off Muthangari Road, Intrade Africa Place, Ground Floor, Block C, Nairobi, Kenya",2018-01-12
UKs DFID Kenya Is Hiring,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/uks-dfid-kenya-hiring/,"Working for DFID Kenya Current vacancies Research Specialist You will be an essential part of the East Africa Research Hub ( EARH ) working on providing evidence support to DFID country offices and DFIDs programme to support research systems development. Your main responsibilities in the first 6 months will be to manage an ongoing portfolio of research and support, providing maternity cover for EARH s Research Specialist. This will mean leading a new programme of research on urbanisation and well as a portfolio of ongoing research covering regional growth and country-specific studies for Kenya, Tanzania and Rwanda. You will also lead EARH s engagement with these DFID country offices. In addition you will provide technical advice to DFIDs programme of support strengthening research systems in eastern Africa and EARH s engagement with wider UK support for science and research in East Africa. This position is based in Nairobi, Kenya and involves frequent travel in the region and to UK. vacancy announcement: research specialist ( PDF , 524KB , 4 pages ) application form ( MS Word Document , 141KB ) Civil Service competency framework Closing date for applications extended to 17 January 2018.",2018-01-12
Nyali Capital Looking For Graduate Trainees,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/nyali-capital-looking-graduate-trainees/,,2018-01-12
Accountant Assistant I Needed,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/unicaf-scholarships-offered/,"Job Summary Applications are invited from qualified persons for the above vacant position. Qualification Level: Bachelor Experience Level: Mid level Experience Length: 3 years Job Description The Ethics and Anti-Corruption Commission (EACC) is established under Section 3 of the Ethics and Anti-Corruption Commission Act No. 22 of 2011, pursuant to article (79) of the Constitution of Kenya. The Mandate of the Commission is to combat and prevent corruption through law enforcement, preventive measures, education and promotion of standards and best practices of Integrity, Ethics and Anti-Corruption. The Commission invites applications from suitably qualified persons to fill the following positions: FINANCE AND PLANNING DIRECTORATE ACCOUNTS ASSISTANT I, JOB GRADE  EACC 9 (3 POSTS) REF: EACC/F&P/ACCII/7 Reporting to the Deputy Director  Finance and Accounts through the Principal Accountant Duties and Responsibilities; Maintaining Petty cash to ensure proper utilization of funds Verifying and examining vouchers in accordance with laid down rules and regulations. Examining vouchers and authenticating expenditures in the department to reduce losses of resources through frauds Assisting in primary data entry and routine accounting work Ensuring proper maintenance of efficient filing systems Safekeeping of invoices, miscellaneous receipts, imprest warrant books and cash book Processing and payment of imprest warrants and other expenditure claims Carrying out bank reconciliation statement Assisting in generating procurement plans and budgets Posting and balancing daily cash and bank transaction in the cash book Assisting in maintenance of updated fixed asset listing Ensuring availability of cash float in the office Carrying out banking transactions i.e. Make Deposits, Withdrawals, Sign cheques, Statement Request, CBK endorsers Receiving and Receipt of unspent imprest and proceeds from sale of tender/items Analysing surrender documents to ensure correctness and clearance of imprest debt holders Invoicing and payment of imprest warrants and vouchers in IFMIS System. Requirements for Appointment For appointment to this grade a candidate must have: Minimum relevant working experience of 5 years; Bachelors degree in any of the following disciplines:-Commerce (Accounting/Finance Option), Economics, Business Administration, Business Management or its equivalent qualification from a recognized institution; Certified Public Accountants of Kenya (CPA K); Member of ICPAK; Proficiency in accounting software (any ERP) and MS Suite and other computer applications; Relevant professional qualifications; Demonstrated integrity and professional competence as reflected in work performance and results. Important Notice: In addition to the qualifications set above applicants must further obtain clearances from the following: Ethics and Anti-Corruption Commission (EACC) Kenya Revenue Authority (KRA) Criminal Investigation Department (CID) Higher Education Loans Board (HELB) Registration and good standing in relevant Professional Bodies Interested candidates who meet the set criteria should complete EACC Form 1 online from https://jobs.integrity.go.ke and attach copies of ID, academic/ professional certificates, clearances and testimonials. All applications must be made online and will be acknowledged via an email. Only shortlisted candidates will be invited for interview. To be considered applications should be received not later than 26th January, 2018 at 5.00pm Canvassing will lead to automatic disqualification",2018-01-12
Nation Media Group Hiring,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/nation-media-group-hiring/,"Are you a good writer? Nation Media Group are looking for a young, outgoing, creative and talented person to join their team as an entertainment writer. Send a sample of your work and profile to [email protected] . Share with friends.",2018-01-12
Call For Artists Open,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/call-artists-open/,"The Association of Illustrators invites illustrators in any country working in any medium or content to enter the World Illustration awards. The deadline for submissions is Tuesday 6 February 2018 . Each year, the World Illustration Awards invite entries through an open call . Projects in any media can be entered into eight categories and can be submitted as either Professional entries, or as New Talent for work by students or recent graduates. Delivered by the AOI in partnership with the Directory of Illustration , the awards are widely regarded as the worlds most prestigious illustration accolade and each year over 2,000 entries from 60+ countries are received, showcasing the breadth of illustration being made around the world today. The Awards The Awards are judged by high profile, globally recognised industry professionals and commissioners. All 200 shortlisted entries feature online and in a printed catalogue that is distributed to over 1,300 major commissioners worldwide. Winners feature in an exhibition at Somerset House, which is accompanied by an industry events programme, and a series of family events sponsored by Walker Books. The exhibition then tours the UK and internationally, and is seen by over 50,000 visitors over the course of the year. How to Apply The deadline for submissions is Tuesday 6 February 2018 . Please read the Terms for Entry before submitting work. Enter the competition here . More information on the AOI Association of Illustrators website.",2018-01-12
"Opportunity Alert For Actors, Actresses",https://opportunitiesforyoungkenyans.co.ke/2018/01/12/opportunity-alert-actors-actresses/,,2018-01-12
Art & Design Intern wanted,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/art-design-intern-wanted/,"Art & Design Intern wanted that may lead to employment. Willingness to learn, self driven and flexible. Knowledge of graphic design and use of laser machine added advantage. Stipend is Ksh 10,000. Applications to [email protected] by 15th January 2018",2018-01-12
Vacancy ; Business Development Executive,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/vacancy-business-development-executive/,Vacancy ; Business Development Executive (Sales of Software tailored for Retail /Distribution & Manufacturing industries) Past experience In sales of software an advantage. All applications should be done on or before close of business 1 0th January 2018 on link below http://www.reedsafricaconsult.com/upload-cv.html Only shortlisted candidates will be contacted,2018-01-12
Accountant Needed,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/accountant-needed-3/,Applications are invited from qualified candidates for the position of an accountant . The successful candidate will offer seamless support towards provision of Accounting functional support to the company.candidates should have bachelors Degree in Bcom with at least 2 years relevant experience in accounting.Applications together with detailed CV should be sent to [email protected] on or before 15/01/2018,2018-01-12
Product Manager Needed,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/product-manager-needed/,"1. JOB INFORMATION Job Title Product Manager Department Gaming and Lotteries Reports To Head of Commercial Direct Reports Product Executives JOB PURPOSE The job holders major responsibility will be to initiate and support the growth and development of the lottery business. DUTIES & RESPONSIBILITIES 1. Responsible for growing lottery products revenue by increasing subscription and usage through appropriate marketing strategies. 2. Developing and implementinglottery products strategies and vision in line with the business goals. 3. Owning and driving the lottery products life cycle by translating business cases into roadmaps and monetizing them. 4. Developing the go-to-market strategies, defining pricing, competitive positioning and enhancement opportunities. Also maintaining up-to-date market opportunity and competitive analysis. 5. Developing and managing budgets, forecasts, metrics and measures whilst monitoring and evaluating the results. 6. Collaborating with the technical team to improve the user experience for customers. 7. Liaising with Betting Control and Licensing Board (BCLB) and other regulators to ensure that the companys operations are within the stipulated regulations and in compliance with the law. 8. Preparing and compiling of daily, weekly, monthly & quarterly management reports on products quality, pricing, market share, market potential, sales volumes, customer service and customer complains management. 9. Managing the performance of the team on delivery of set KPIs. 10. Any other duties as assigned by the manager within the role. JOB SPECIFICATION 1. Undergraduate degree inMarketing/Commercial focus preferred. Relevant post graduate diploma in Marketing will be an added advantage. 2. Over five years proven experience in accounts management in a highly commercial environment. Betting, Gaming and Lotteries environment is preferred. 3. Demonstrable experience handling commercialization of products 4. Strong business/financial acumen with experience in business analytics, pricing and margin analysis. 5. High proficiency in Microsoft Excel and PowerPoint. 6. Very strong interpersonal and communication skills and demonstrable capability in people management. 7. Attention to detail with a highly analytical and innovative mind. 8. Exposure in media knowledge especially media buying, advertisement and targeting. 2. JOB INFORMATION Job Title Business Development Manager B2B Department Business Development Reports To Head of Commercial Direct Reports Account Executives ROLE SUMMARY The job holder will oversee the operation of Business Development and Management of Key Accounts in the Company and will be expected to initiate and support the development of business opportunities that support the companys growth and profitability whilst maintaining strong and close relationships with clients, ensuring visibility, and delivery of high quality customer service to existing and potential clients. DUTIES & RESPONSIBILITIES 1. Driving the development and growth of Key Accounts. 2. Responsible for interpreting the clients needs and proposing value adding solutions that address the clients needs and objectives and well as liaising with the relevant teams to ensure proposed client solutions are developed and monetized. 3. Developing and leading in the implementation of approved product strategies to enhance revenue growth as well as development of existing and new products and solutions. 4. Responsible for developing and implementing sales and business development plans for Key Accounts and leading the sales process. 5. Responsible for setting up and driving of agreed sales targets for the team which involves monitoring of set sales targets and other relevant business KPIs for each sales team member and performing regular performance reviews. 6. Promotin",2018-01-12
OFFICE ADMINISTRATOR,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/office-administrator/,"POSITION: OFFICE ADMINISTRATOR Duties and responsibilities as follows: 1. Maintains comfortable working environment  Ensure cleanliness and hygiene for the entire office vicinity  Ensure proper organization of furniture, machines, and displays 2. Maintains office supplies and stationaries  Should obtain reasonable and justifiable quotation from suppliers  Purchase supplies as per approved request particulars  Maintains an Office Supply and Stationary Inventory, on electronic copy.  Maintains an Office Supply and Stationary Consumption Log, on electronic and hard copy. 3. To give update on Current Events based on daily newspaper, such as:  Tenders  Public Announcements 4. Handling external or internal communication.  Greet guests warmly  Answer phone call with etiquette  Extend hospitality to all guests  To receive documents, packages, etc, and ensure that it will reach the respective recipient 5. To run errands outside the office  To send documents, packages, etc, and ensure that it will reach the respective recipient 6. Assist in other office duties as assigned by the immediate supervisor Kindly send your submission before 13th Jan 2018 at 9.00am. Successful candidates for interviews scheduled for 15th Jan 2018 will be notified on 13th Jan 2018. Kindly attach copies of the following documents in your application to [email protected] 1. CV 2. National ID copy 3. KRA Pin 4. Nssf 5. Nhif 6.Scholastic certificates",2018-01-12
Graduate Trainee Needed Internal Audit,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/call-communication-intern-pasgr-org/,"Job Summary We are looking for a vibrant candidate to fill the position of a Graduate Trainee  Internal Audit. Qualification Level: Bachelor Experience Level: Graduate trainee Experience Length: Less than 1 year Job Description The Riara Group of Schools is a brand that has been in existence for over four decades and is a leading institution in the education industry. We are inspired and motivated by the Riara philosophy of quality education to bridge higher education and the dynamism of the labour market. Job Purpose : Reporting to the Group Internal Auditor, the successful candidate will have the opportunity to relate theoretical and practical knowledge of the audit process and perform audits in line with expected international audit standards. Duties and Responsibilities: Complete process review documentation for specifically assigned audit areas (e.g. pre-audit assessment questionnaire, system narratives and flowcharts); Prepare technical documents, work papers and reports that demonstrate an understanding of assigned areas, satisfy audit program steps and effectively support the results of field work; Effectively use IA audit tools and resources within assigned areas; Adhere to departmental and other relevant external, professional auditing standards (e.g. IIA professional standards); Accurately and completely identify and document audit issues; Update the status of the previous audit findings on a monthly basis, auditing resolved issues and preparing the monthly status report for review. Perform special audit-related projects as assigned (including compliance reviews). Skill and Abilities: Adept at analyzing and synthesizing information so as to make appropriate recommendations and arrive at sound solutions. Attention to detail and strong logical reasoning. Strong interaction skills so as to build successful relationships and communicate well and effectively with different audiences. Strong time management, organization and prioritization skills due to involvement in multiple audits and/or projects with varying deadlines. Desire to build a career in Internal Audit. Some experience through internships, school projects, or coursework is an added advantage. Qualifications Knowledge and Experience: A Bachelor Degree in Accounting or Finance from a recognized University (Second Class Upper) and CPA (K). Must be proficient in MS Office Suite of Packages Must have accuracy and keen attention to detail Proactive and self-motivated Excellent verbal and written communication skills. Application Procedure: Qualified candidates should send a copy of their CV including current and expected remuneration and contact details of 3 referees to [email protected] by close of business Saturday, January 20th, 2018. Employment Policy Statement In line with its values and the Employment Act 2007 provisions, Riara Group of Schools is an Equal Opportunity Employer who strives to promote good and fair employment practices which are intended to achieve the most effective use of all its human resources. We eliminate all types of unfair discrimination based on race, sex, language, religion, political or other opinion, nationality, ethnic or social origin, disability, pregnancy, or HIV status. Please note that we do not charge interview candidates a fee at any point during the recruitment process.",2018-01-12
SHOFCO Human Resource Internships,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/shofco-human-resource-internships/,"SHOFCO Human Resource Internships 09 Jan 2018 Location / Work station: Kibera Working Hours: Monday  Friday | 8.00 AM  5PM To be responsible for supporting the HR Coordinator in carrying out all the basic Human Resources (HR) functions that support the delivery of SHOFCOs brand promise. Human Resource Internship Responsibilities Provide clerical and administrative support to the human resource team.Maintain and manage accurate human resource records by updating the employees data bank, filling and keeping all employees documents in their respective files and opening files for new employees.Ensure all files are up to date as per the checklist.Coordinate HR projects including meetings, trainings and surveys as requested by the HR Manager.Process documentation and prepare reports relating to personnel activities that is staffing, recruitment, training, grievances and performance evaluations.Assist with the recruitment and interviewing process.Coordinate communication with candidates and schedule interviews.Maintain all leave records and updates to achieve coordinated leave administration process.Assist in payroll preparation by providing relevant e.g. absences, bonus and leave.Conduct initial orientation for newly hired staff.Respond to HR queries in the absence of HR Manager and Coordinators. Qualifications for the Human Resource Internship Diploma in Human Resources or any other related fieldOther requirements (unique/job specific)2 years experience working with the Human Resource departmentExperience of working with human resource management systemsProficiency in the full Microsoft Office Suite Behavioural Competencies/Attributes: Making decisionsChecking thingsFollowing proceduresExamining informationUnderstanding peopleDirecting peopleUpholding standardsTeam working How to Apply Interested applicants should send their applications together with a detailed CV to the HR Manager, [email protected] their current and expected salaries.",2018-01-12
Internship Opportunities At Ebru Tv In Nairobi,https://opportunitiesforyoungkenyans.co.ke/2018/01/12/internship-opportunities-ebru-tv-nairobi/,"Requirements. Undergraduate degree/Diploma in media or any other relevant educational background     vis-a-vis positions applied for. Adequate experience for the respective positions applied for. Excellent communication and interpersonal skills. High sense of initiative Ability to work extra hard and deliver results If you meet the above requirements please do send your detailed Curriculum Vitae and Photo, Show reel or online link to: [email protected] | [email protected] | www.ebruafrica.tv Or call our offices on +254 (710) 733 024-5-6 Interview invitations will be conducted after selection. Only successful candidates will be contacted.",2018-01-12
Administrative Assistant-HJFMRI Vacancy,https://opportunitiesforyoungkenyans.co.ke/2018/01/13/administrative-assistant-hjfmri/,"VACANCY JOB TITLE: Administrative Assistant Program Description: The Henry Jackson Foundation Medical Research International (HJFMRI) provides scientific, technical and programmatic support services to global medical research programs. Through an agreement with the US Centers for Disease Control and Prevention (CDC), HJFMRI provides administrative support for research activities related to HIV, malaria, TB and other infectious diseases conducted by our Kenya-based implementing partner, Kenya Medical Research Institute (KEMRI). The Program has a vacancy for an Administrative Assistant based in Kisian, Kenya . Main Duties and Responsibilities: Serve as the primary point of contact for all visitors and callers to the site; and respond to inquiries. Provide administrative support to project PIs, researchers and administrative teams; type official correspondence and manage incoming and outgoing mail. Process program-related domestic and international travel requests, coordinating with travel agencies, airlines and hotels to confirm air and ground transport and reservations, as well as travel insurance. Coordinate, develop and update travel plans for relevant collaborators and partners. Handle and regularly reconcile petty cash. Calculate per diem and coordinate with the Finance team to facilitate travel advances and reimbursements. Verify and reconcile vendor invoices and initiate payment. Establish, maintain and update files, databases, records and other documents. Initiate routine purchase requests for office supplies. Schedule and coordinate appointments and maintain calendars, conference room reservations and plan organization-wide events. Document and maintain in a repository of minutes of official staff meetings. Maintain proper records of all equipment from acquisition to disposal and ensure generation of clear inventory report and equipment status. Perform other duties as assigned by the Supervisor Qualifications and Requirements: Bachelors degree in Business Administration/Management or a related field A minimum of 3 years of administrative and/or logistics management experience. Computer literacy with proficiency in Microsoft applications. No criminal record. Competencies: Team player with high integrity, excellent interpersonal and communication skills. Flexibility and attention to detail with the ability to multi-task. Proactive with a well-developed capacity to monitor deadlines of critical activities. Ability to work in a multi-cultural environment under minimal supervision. Proficiency in written and oral English and Kiswahili. Submit CV, Cover Letter and List of References to [email protected] by January 19, 2018. HJFMRI is an equal opportunity employer. Only shortlisted candidates shall be contacted. More details can be found on HJFMRI website: www.hjfmri.org",2018-01-13
Regional Finance Specialist,https://opportunitiesforyoungkenyans.co.ke/2018/01/13/regional-finance-specialist/,"Job Description RTI is an independent organization dedicated to conducting innovative. multidisciplinary research that improves the human condition. With a worldwide staff of more than 4,000 people, RTI offers innovative research, development and a full spectrum of multidisciplinary services. Universities in North Carolina founded RTI in 1958 as a centerpiece of the Research Triangle Park. The Regional Finance Specialist is responsible for providing regional compliance monitoring and support to ensure that company resources are managed according to established policies, procedures, and internal controls. The Regional Finance Specialist will work with home office and regional staff to identify and resolve compliance issues. This position will have a dual reporting relationship both to the Regional Director and to the Senior Manager of International Accounting Operations. Applicants will possess: A minimum of a Bachelors degree plus Four (4) years of related experience in Audit or a Masters degree with three (1) years of experience. This role requires Understanding of internal controls theories and practices. Must be detail oriented and highly organized. Able to support and respond to the needs of the field office finance teams as quickly as possible to enable consistent service delivery. She / He Must be able work well under pressure in a fast-paced, dynamic environment, exhibit a flexible work attitude, the ability to work productively in a team environment and a matrix organization which requires, as well as independently, and the ability to meet unexpected demands, possess strong computer skills: Ability to work with Microsoft Office product suite, and e-mail/ internet software applications. To Apply; please email cover letter and CV by January 19, 2018 to [email protected] . Applicants must  include the POSITION TITLE as Regional Finance Specialist  in the subject line of their email. Please do not attach copies of certificates. We regret that only shortlisted applicants will be contacted.",2018-01-13
Insurance Sales Representatives,https://opportunitiesforyoungkenyans.co.ke/2018/01/13/insurance-sales-representatives/,"ICEA Lion, one of the leading insurance and financial services companies in East Africa, with their headquarters in Nairobi and a network of branches spread across Kenya, is seeking to recruit Insurance Sales Representatives to work under the LIFE ASSURANCE department at our branch located in Karen, Nairobi County. Insurance Sales Representative Job Roles To prospect for potential customers as per the corporate strategy. Achieving unit and branch business goals through quality sales and superior customer service to clients. Develop business segments as per company strategy with compliance. Providing competitive quotations to prospects. Consulting on the most effective cover for a particular need, while taking a number of factors into account. Setting up meetings, preparing and delivering presentations to potential clients. Developing and maintaining good working relationships with intermediaries and existing customers. Introducing new products and promoting them through regular visits and frequent communication with intermediaries, existing clients and prospects. Ensuring credibility with clients by maintaining detailed knowledge of current market conditions and competitors products. Delivering good customer service by responding swiftly to queries and concerns from clients. Qualifications for the Insurance Sales Representative Job Must be a Kenyan citizen. Must have completed High School, and have on hand your KCSE Certificate or KCSE Results Slip. Certificate/Diploma/Degree in any field, especially marketing or administration, is a plus. Sales and marketing work experience is an added advantage. Earnings on Income and its growth is based on your Advanced & Trail Commissions, with added Incentives, Bonuses, and a Performance Based Retainer. How to Apply Interested candidates may apply by sending their C.V and application letter before close of business Wednesday 31 th January 2018, to the following email address: [email protected] . Clearly indicate on the email subject line Insurance Sales Representative-Joseph Mbuto, Karen Branch. Only shortlisted candidates shall be contacted.",2018-01-13
Lab Analyst Vacancy,https://opportunitiesforyoungkenyans.co.ke/2018/01/13/lab-analyst-vacancy/,"Company: Brites Management Location: Nairobi, Nairobi County, Kenya State: Nairobi Job type: Full-Time Job category: Healthcare/Medical Inspecting incoming materials, in process and finished products to ensure adherence to company quality standards and customer requirements. Completing regular safe observations within the lab areas. Inspecting products prior to packaging Carrying out any required analysis on raw materials and finished products as per the laid down operational procedures. Maintaining clean Quality Control records and properly filing them within 24 hours. You must make sure the records are completed and up to date before filing. Analyze samples from suppliers and present samples and process results for approval. Provide support to the Production staff by performing direct product testing and laboratory analysis of in-process materials/products Uphold high levels of hygiene and good housekeeping in the laboratory Undertaking any other assigned duties, when the circumstances at hand dictate so. Job Qualifications Diploma or Degree in Food Science and Technology or any other related qualifications 2-3 years experience as a Lab Analyst in a food manufacturing company Quality focused Training and working knowledge of HACCP and ISO 22000 Strong verbal and written communication skills Strong Microsoft Office skills and reporting skills Ability to multitask and manage multiple projects Strong organizational, problem solving and analytical skills. How to Apply If you meet the above qualifications, skills and experience send a detailed CV to [email protected] . Only the shortlisted candidates will be contacted.",2018-01-13
Consultants  Editors,https://opportunitiesforyoungkenyans.co.ke/2018/01/13/consultants-editors/,"Description CALL FOR CONSULTANTS  EDITORS Clients Contact Details Alliance for a Green Revolution in Africa (AGRA) West End Towers, 4th Floor, Kanjata Road, off Muthangari Drive P.O. Box 66773 Westlands, 00800 Nairobi, Kenya Main Off. Tel: +254 (20) 3675 000 Contact Person Head of Procurement at [email protected] BACKGROUND The Alliance for a Green Revolution in Africa  AGRA, is an African-led alliance focused on putting smallholder farmers at the center of the continents growing economy by transforming agriculture from a solitary struggle to survive into farming as a business that thrives. Founded in 2006, at a time when agricultural development was emerging from a 20-year decline characterized by minimal growth and investment in the sector, AGRAs mission is to catalyze and sustain an agricultural transformation in Africa through innovation-driven productivity increases and access to markets and finance that improve the livelihoods of smallholder farmers. From the beginning, AGRA was positioned to tailor the research, technologies, and lessons of the world to the needs and opportunities of smallholder farmers in particular agro-ecologies and farming systems. AGRAs approach was private sector driven and represented a more robust and sustainable way of addressing chronic, systemic failures in African agricultural development. Together with its partnersincluding African governments, researchers, donors, the private sector and civil society AGRA works to catalyze an agricultural transformation in Africa through innovation-driven and sustainable productivity increases and access to innovative finance and markets that improve the livelihoods of smallholder farmers. As the sector that employs the majority of Africas people, nearly all of them smallholder farmers, AGRA recognizes that transforming agriculture into a productive, efficient, and sustainable system is essential to ensuring food security, lifting millions out of poverty, and driving equitable growth across the continent. AGRA will aim to catalyze and sustain inclusive agricultural transformations through integrated, country-based investment plans in 11 countries with high potential for take-off over the next five years. To deliver this transformation, AGRA and partners will draw on experiences gained over the last decade to implement a fully integrated set of activities in 11 countries located mainly in three high-potential, under-exploited agro-ecologies  the Guinea Savannah Zone (West Africa), the East African Highlands, and the Miombo Woodland (Southern Africa), where it has developed agricultural technologies, understands the landscape and has strong partnerships. AGRAs overall vision of success is centered on three headline goals to achieve by 2020 through its efforts to catalyze, convene, and align with an alliance of partners and grantees: To support 11 African countries on a pathway to create and sustain agricultural transformation. The investment will empower AGRA to work through an ecosystem of public and private partners to work with government and private sector to overcome bottlenecks and unlock transformation. As part of this effort, AGRA will work to generate evidence and follow up with targeted technical, planning and coordination support. To increase the incomes and food security for 9 million farm households through the direct result of activities of AGRA, grantees, and partners to increase productivity and access to markets and finance in six countries where it is seeking to catalyze an agricultural transformation. At this level, AGRA wants to help farmers adopt an integrated package of improved seeds, fertilizers, and agronomic practices that close the yield gap sustainably in staple crops, and consequently enabled to support and improve their families well-being  through increased food security and additional income. To contribute to increasing the incomes and food security of another 21 million farm households through the contributions of AGRA, grantees, and partners to policies, programs, and partnerships that increase productivity and access to markets and finance in other countries where an agricultural transformation is already under way, but needs to be sustained. In the attainment of these goals, AGRA will support progress towards transformation through integrated delivery approaches to achieve tipping points  the moment when the build-up of new activities, innovations, and solutions becomes self-sustaining and will no longer need AGRAs support- at farmer, system and national level. This will minimize the philanthropic and public subsidy required from AGRA, while also ensuring these contributions are catalytic and create sustainable change at scale. Communication has been central to this transformation and will play an even more crucial role in ensuring that our messages and stories of change and impact are pro-actively identified, packaged in formats that appeal and shared through multiple digital platforms optimizing, traditional, new and social media. To complement our in-house capabilities and capacity to deliver a world class communication function, we are hiring consultant editors, writers, stringers and a technology developer. The consultants will be engaged for an initial period of one year based on performance. The consultant will be commissioned for specific deliverables. EDITORS Duties and Responsibilities Provide substantive editorial support (i.e., heavy editing and rewriting where needed, content reorganization and, in limited cases, producing original draft text if needed) for key AGRA knowledge products; Copy editing of the entire volume through detailed line edit, ready for final content approval; Follow up as needed with authors to ensure clarity and inclusion of the latest available information, as well as the best photos available; Ensure clarity and consistency of chapter abstracts, key messages and of all body text;  Editi the presentation style of the document and its suitability for intended audiences;  Advise on the continuity of style and content across/between different chapters, and the overall presentation of the report; Proofread text and all tables and graphic elements; Ensure that style, text citations and chapter references conform to the APA style; Work directly with the graphic designer to develop cover and interior design options for the clients consideration and selection; Proofread the final designed publication for accuracy and clarity, and work with the designer to rectify any problems and/or provide any minor editing that may be occasioned by the final design.  Participate in write-shops for specific products Provide writing/editing support as needed in the development of forewords, prefaces and acknowledgements; Compile a list of acronyms; Edit other content for AGRA, ensuring that text is informative and interesting and paying close attention to narrative flow, messaging, accuracy, tone and house style. Deliverables: Deliver short materials edited (typically news and stories for website no longer that 2 pages) not later than 2-3days after receiving the text; Deliver longer materials/ documents within a timeframe agreed with the AGRA Communications team and/ or Programme Specialist; Provide monthly summary reports of deliverables/ services provided Functional Competencies: Ability to think analytically, synthesize and clearly present complex processes and issues to service the information needs of heterogeneous audiences Excellent writing skills  ability to write in a structured, lucid and concise manner  Demonstrated ability in substantively editing agriculture/development-related publications and/or reports Results orientation and commitment to producing high-quality products Ability to work under tight deadlines Required Skills and Experience Education: University degree (Masters is preferred) in English or in any related field such as other languages, literature, social science, or political science. Experience: At least 5 years of progressively relevant experience as an editor/ proofreader or relevant field; Proved experience in editing and proofreading of English texts; Proved experience of editing (applicants will be required to provide samples of their editing work that was published) Experience working with texts related to agriculture/development especially in Africa. Progressive relevant professional experience in data analysis, report writing, and editing of research text on agriculture and development. Understanding of Africas economic, social, cultural, and political context in relation to agriculture. Language: Professional fluency and writing skills in English required. Fluency in French is an added advantage. SUBMISSION Qualified and interested candidates are encouraged to submit detailed copies of their CV and their financial proposal saved as 2 files separately to [email protected] by 10 February 2018, 5PM (East African time). Clearly indicate the consultant position you are applying for in the subject of your application email. DISCLAIMER AGRA reserves the right to determine the structure of the process, number of short-listed candidates and the right to withdraw from this process at any time without prior notice and without liability to compensate and/or reimburse any party.",2018-01-13
